,Tweets,clean_tweet,polarity,subjectivity,,Product,,,
20-03-2020 21:44,b'RT @City_of_ShowLow: LIVE City of Show Low COVID-19 Update at 3:00 p.m with representatives from Navajo County &amp; Summit Healthcare for late\xe2\x80\xa6',LIVE City Show COVID Update with representatives from Navajo County Summit Healthcare late,0,0,,0,,,
20-03-2020 21:33,"b'@Sparklight @Cableone #Boise Cole &amp; Amity area, going to just keep a running tab of your awful service. \n\n3/19 - d/\xe2\x80\xa6 https://t.co/KJruAThHuf'",Boise Cole Amity area going just keep running your awful service https KJruAThHuf,0,0,,0,,,
20-03-2020 20:52,b'LIVE City of Show Low COVID-19 Update at 3:00 p.m with representatives from Navajo County &amp; Summit Healthcare for l\xe2\x80\xa6 https://t.co/d6i0k6e74R',LIVE City Show COVID Update with representatives from Navajo County Summit Healthcare https,0,0,,0,,,
20-03-2020 19:35,"b""@riahsmith Hi Moriah. We're happy to inform you that we have automatically placed all customers on unlimited data e\xe2\x80\xa6 https://t.co/VPexuQb5yt""",Moriah happy inform that have automatically placed customers unlimited data https VPexuQb,0,0,,0,,,
20-03-2020 19:28,b'New Hot Deal! 15 Mbps internet plan for $10 per month - Sparklight Business  https://t.co/zzSX19X8kk',Deal Mbps internet plan month Sparklight Business https zzSX,0,0,,0,,,
21-03-2020 15:23,b'Kenny Rogers dies 81\nhttps://t.co/dk92YkLFU9 https://t.co/ruLZ2YQ2uu',Kenny Rogers dies nhttps YkLFU https ruLZ,0,0,,0,,,
21-03-2020 08:28,b'Sparklight offers $10/month internet during public health\ncrisis \xe2\x80\x93 CBS7 News https://t.co/HrJwpWfDSO',Sparklight offers month internet during public health ncrisis News https HrJwpWfDSO,0.136363636,0.5,,0.068181818,,,
23-03-2020 05:12,"b'No advance notice, just a $15 increase auto draft for my cable and internet, thanks Sparklight. This is not right.\xe2\x80\xa6 https://t.co/9EuMXJ3sxl'",advance notice just increase auto draft cable internet thanks Sparklight This right https EuMXJ,0.136363636,0.5,,0.068181818,,,
23-03-2020 02:38,"b'RT @sparklightcares: Sparklight is offering a 15 Mbps internet plan for $10 per month, available for the next 60 days, to help low-income f\xe2\x80\xa6'",Sparklight offering Mbps internet plan month available next days help income,0,0,,0,,,
23-03-2020 00:27,b'@sparklightcares shout out to #sparklight lol could\xe2\x80\x99ve just told me my 24/7 support wasn\xe2\x80\x99t 24/7 . How we supposed t\xe2\x80\xa6 https://t.co/eu5iCOSiW1',shout sparklight could just told support wasn supposed https iCOSiW,0.25,0.4,,0.1,,,
22-03-2020 22:00,b'Sparklight offers $10/month internet during public health crisis - CBS7 News https://t.co/E33dDjks1X',Sparklight offers month internet during public health crisis News https dDjks,0,0,,0,,,
22-03-2020 21:34,b'Fox News is down on Sparklight cable in Texarkana',News down Sparklight cable Texarkana,0.4375,0.631944444,,0.276475694,,,
22-03-2020 21:06,"b'RT @RandyFo32510784: @dbongino They have "" ACCESS DENIED"" on Fox News.\non Sparklight. I was watching it this morning. been off for a hour n\xe2\x80\xa6'",They have ACCESS DENIED News Sparklight watching this morning been hour,0.1875,0.4375,,0.08203125,,,
22-03-2020 21:00,"b'@dbongino They have "" ACCESS DENIED"" on Fox News.\non Sparklight. I was watching it this morning. been off for a hour now.'",They have ACCESS DENIED News Sparklight watching this morning been hour,0,0,,0,,,
22-03-2020 07:00,b'Sparklight offers $10/month internet during public health crisis - CBS7 News https://t.co/E33dDjks1X',Sparklight offers month internet during public health crisis News https dDjks,0,0,,0,,,
22-03-2020 02:21,"b'@oneofthegayz sparklight it was Whitney says in a concert ,to a soldier niki'",sparklight Whitney says concert soldier niki,-0.3,0.6,,-0.18,,,
22-03-2020 01:15,b'@TyFighterTV I have sparklight too they are doo doo heads',have sparklight they heads,0,0,,0,,,
22-03-2020 00:33,b'Sparklight offers $10/month internet during public health crisis https://t.co/HZhoVa5XTw',Sparklight offers month internet during public health crisis https HZhoVa,0.1,0.55,,0.055,,,
22-03-2020 00:32,b'@GeekChickTV The company in my area (sparklight) has made it clear in the past that speeds are subject to volume. M\xe2\x80\xa6 https://t.co/JAEqqcDpiJ',company area sparklight made clear past that speeds subject volume https JAEqqcDpiJ,0.25,0.4,,0.1,,,
21-03-2020 21:03,b'@Maddynf Find an area that has sparklight. They never miss a beat',Find area that sparklight They never miss beat,0.16,0.54,,0.0864,,,
21-03-2020 20:48,b'RT @NampaSD_COO: @Nampa131schools Sparklight is offering low cost Internet access. https://t.co/meB1IC4HlO',Sparklight offering cost Internet access https,0,0,,0,,,
21-03-2020 20:15,b'CCC students who are in need of internet access to aid them in their transition to fully online class schedules may\xe2\x80\xa6 https://t.co/2NVrUMuuop',students need internet access them their transition fully online class schedules https NVrUMuuop,0.136363636,0.5,,0.068181818,,,
23-03-2020 18:30,b'Sparklight offers $10/month internet during public health crisis - CBS7 News https://t.co/E33dDjks1X',Sparklight offers month internet during public health crisis News https dDjks,0.136363636,0.5,,0.068181818,,,
23-03-2020 17:45,b'#freeinternet access 4 #LIMITEDTIME \nComcast: https://t.co/j6y0bIJFPF\nSparklight: Call 877-692-2253 \nSpectrum: Call\xe2\x80\xa6 https://t.co/fuAMZ3fNjU',freeinternet access LIMITEDTIME nComcast https bIJFPF nSparklight Call nSpectrum Call https fuAMZ fNjU,0,0,,0,,,
23-03-2020 17:39,"b'@DanLDEon @sparklight Hi Dan. If you are experiencing an issue with your service, our support team would be happy t\xe2\x80\xa6 https://t.co/CflVZxdMBI'",experiencing issue with your service support team would happy https CflVZxdMBI,0.25,0.4,,0.1,,,
23-03-2020 17:31,b'That\xe2\x80\x99s one less thing for me to worry about. Also Sparklight is giving people 30 days free highspeed and 30 day forgiveness on late fees.',That less thing worry about Also Sparklight giving people days free highspeed forgiveness late fees,0,0,,0,,,
23-03-2020 16:54,b'Sparklight loves wasting my fucking time',Sparklight loves wasting fucking time,0.4375,0.631944444,,0.276475694,,,
23-03-2020 16:39,"b'Congratulations to our 10 Dream Bigger Finalists! Five winners will be determined by voting, open now through Frida\xe2\x80\xa6 https://t.co/HIrFoRtm5f'",Congratulations Dream Bigger Finalists Five winners will determined voting open through Frida https HIrFoRtm,0.1875,0.4375,,0.08203125,,,
23-03-2020 16:09,"b""This #WFH thing: I'm discovering that all the money my #ISP charges (@Sparklight) has not been spent on making sure\xe2\x80\xa6 https://t.co/ciSrwgqRly""",This thing discovering that money charges been spent making sure https ciSrwgqRly,0,0,,0,,,
23-03-2020 15:51,b'RT @APS_Rich: Sparklight opens WiFi hotspots for Bisbee residents during COVID-19 Crisis https://t.co/8uCQKBdLkq',Sparklight opens WiFi hotspots Bisbee residents during COVID Crisis https uCQKBdLkq,0,0,,0,,,
23-03-2020 15:40,b'Sparklight opens WiFi hotspots for Bisbee residents during COVID-19 Crisis https://t.co/8uCQKBdLkq',Sparklight opens WiFi hotspots Bisbee residents during COVID Crisis https uCQKBdLkq,-0.3,0.6,,-0.18,,,
23-03-2020 15:14,b'i think im guna do an early switch stream with some animal crossing then sparklight! stream starting in 10min',think guna early switch stream with some animal crossing then sparklight stream starting,0,0,,0,,,
23-03-2020 10:00,b'@sparklightcares Thanks Sparklight for letting me vent. It was pretty crappy having to watch MSNBC instead of FOX d\xe2\x80\xa6 https://t.co/mMPyaHeFCK',Thanks Sparklight letting vent pretty crappy having watch MSNBC instead https mMPyaHeFCK,0.1,0.55,,0.055,,,
24-03-2020 17:07,b'RT @Secureinaustin: Texas Cable Association says it is working to provide members with high-speed broadband. The organization stated that A\xe2\x80\xa6',Texas Cable Association says working provide members with high speed broadband organization stated that,0.25,0.4,,0.1,,,
24-03-2020 16:55,"b'Texas Cable Association members, led by @ACAConnects member Sparklight, take new steps to keep Texans &amp; U.S. Connec\xe2\x80\xa6 https://t.co/ARpFaZ7GQ7'",Texas Cable Association members member Sparklight take steps keep Texans Connec https ARpFaZ,0.16,0.54,,0.0864,,,
24-03-2020 14:40,b'@AirtelNigeria Residents of Sparklight estate by OPIC along Lagos/Ibadan  Express cant use your network to browse b\xe2\x80\xa6 https://t.co/CZXOE9Mku8',Residents Sparklight estate OPIC along Lagos Ibadan Express cant your network browse https CZXOE,0,0,,0,,,
24-03-2020 13:24,"b'RT @yourboyjisoo: ""\xf0\x9d\x93\xab\xf0\x9d\x93\xbe\xf0\x9d\x93\xbd \xf0\x9d\x93\xbd\xf0\x9d\x93\xb1\xf0\x9d\x93\xaa\xf0\x9d\x93\xbd \xf0\x9d\x93\xad\xf0\x9d\x93\xb8\xf0\x9d\x93\xae\xf0\x9d\x93\xbc\xf0\x9d\x93\xb7\'\xf0\x9d\x93\xbd \xf0\x9d\x93\xb6\xf0\x9d\x93\xae\xf0\x9d\x93\xaa\xf0\x9d\x93\xb7 \xf0\x9d\x93\xbd\xf0\x9d\x93\xb1\xf0\x9d\x93\xae\xf0\x9d\x93\xbb\xf0\x9d\x93\xae\'\xf0\x9d\x93\xbc \xf0\x9d\x93\xb7\xf0\x9d\x93\xb8 \xf0\x9d\x93\xbd\xf0\x9d\x93\xb8\xf0\x9d\x93\xb6\xf0\x9d\x93\xb8\xf0\x9d\x93\xbb\xf0\x9d\x93\xbb\xf0\x9d\x93\xb8\xf0\x9d\x94\x80""\n\n\xf0\x9f\x92\x8chappy birthday to my sparklight, my harana, and everyone\'s favorite gentlem\xe2\x80\xa6'",chappy birthday sparklight harana everyone favorite gentlem,0.25,0.333333333,,0.083333333,,,
24-03-2020 02:33,b'RT @AVANCEHouston: #freeinternet access 4 #LIMITEDTIME \nComcast: https://t.co/j6y0bIJFPF\nSparklight: Call 877-692-2253 \nSpectrum: Call 1-84\xe2\x80\xa6',freeinternet access LIMITEDTIME nComcast https bIJFPF nSparklight Call nSpectrum Call,0.1,0.55,,0.055,,,
24-03-2020 00:58,"b'Tune into a LIVE City of Show Low COVID-19 Update tomorrow, March 24th, at 11:00 a.m. with Mayor Seymore. You can v\xe2\x80\xa6 https://t.co/bR5OfCfOzT'",Tune into LIVE City Show COVID Update tomorrow March with Mayor Seymore https OfCfOzT,0.136363636,0.5,,0.068181818,,,
23-03-2020 21:44,b'Hey Sparklight @sparklightcares We really need you to service the modem that hasn\xe2\x80\x99t worked since Friday . Been with\xe2\x80\xa6 https://t.co/kaz221GBs4',Sparklight really need service modem that hasn worked since Friday Been with https,0.4,0.6,,0.24,,,
23-03-2020 20:52,b'RT @AVANCEHouston: #freeinternet access 4 #LIMITEDTIME \nComcast: https://t.co/j6y0bIJFPF\nSparklight: Call 877-692-2253 \nSpectrum: Call 1-84\xe2\x80\xa6',freeinternet access LIMITEDTIME nComcast https bIJFPF nSparklight Call nSpectrum Call,0,0,,0,,,
23-03-2020 19:24,b'Baby girl be my sparklight \xf0\x9f\x98\x98 https://t.co/2taFVOx0X2',Baby girl sparklight https taFVOx,0,0.75,,0,,,
25-03-2020 13:31,b'Remember to vote for Lincoln Middle School so they can win an ESports grant from Sparklight! https://t.co/9cK0CAB3w5',Remember vote Lincoln Middle School they ESports grant from Sparklight https,0,0,,0,,,
25-03-2020 02:46,b'RT @TedatACA: @ACAConnects member Sparklight Opens WiFi Hotspots to Assist Communities During Coronavirus (COVID-19) Crisis | https://t.co/\xe2\x80\xa6',member Sparklight Opens WiFi Hotspots Assist Communities During Coronavirus COVID Crisis https,0,0.75,,0,,,
24-03-2020 23:03,b'@WhippyNotPoopy @sodakite Geebus that is awful. We are lucky enough to live where Sparklight provides service. If w\xe2\x80\xa6 https://t.co/bnnV8AJc8g',Geebus that awful lucky enough live where Sparklight provides service https bnnV,0,0,,0,,,
24-03-2020 21:40,"b'@DanPatrick @FoxNews @TuckerCarlson Is THIS what you want, you ignoramus?\n\nYou know NOTHING of virology, epidemiolo\xe2\x80\xa6 https://t.co/6BTF68gvbz'",THIS what want ignoramus nYou know NOTHING virology epidemiolo https gvbz,0.4,0.8,,0.32,,,
24-03-2020 21:07,"b'Are you a mason, construction artisan, tradesman, contractor, client or personnel in the built environment?  Attend\xe2\x80\xa6 https://t.co/qVy6IUhZUp'",mason construction artisan tradesman contractor client personnel built environment Attend https IUhZUp,0,0,,0,,,
24-03-2020 20:03,"b'RT @TedatACA: Texas Cable Association members, led by @ACAConnects member Sparklight, take new steps to keep Texans &amp; U.S. Connected | @spa\xe2\x80\xa6'",Texas Cable Association members member Sparklight take steps keep Texans Connected,0,0,,0,,,
24-03-2020 19:36,"b'@OBNUGIntern We have made unlimited data available on all of our internet plans for 30 days, effective March 13. We\xe2\x80\xa6 https://t.co/iQdCfduV3w'",have made unlimited data available internet plans days effective March https iQdCfduV,0.136363636,0.5,,0.068181818,,,
24-03-2020 19:20,"b'@SirPancakeCore Hi Chippo. This offer is currently good for 60 days, effective March 19th. Sparklight will continue\xe2\x80\xa6 https://t.co/zaVx0ikbVT'",Chippo This offer currently good days effective March Sparklight will continue https zaVx ikbVT,0.136363636,0.5,,0.068181818,,,
24-03-2020 18:45,b'@steph93065 Stupid outsourcing of US chat/call jobs and customers wait on hold for help..cause countries shutdown w\xe2\x80\xa6 https://t.co/usu6hdQBkV',Stupid outsourcing chat call jobs customers wait hold help cause countries shutdown https hdQBkV,0,0,,0,,,
24-03-2020 18:42,b'@PhilipRucker @PeterAlexander Maybe Trump could work on these ISPs not outsourcing their jobs!! If all US workers w\xe2\x80\xa6 https://t.co/R0SJEQyduk',Maybe Trump could work these ISPs outsourcing their jobs workers https SJEQyduk,0.25,0.333333333,,0.083333333,,,
24-03-2020 18:14,b'Petitions begin for American ISP\xe2\x80\x99s to keep US based chat/call worker jobs instead of shamefully looking for cheaper\xe2\x80\xa6 https://t.co/7uEjuJfUkz',Petitions begin American keep based chat call worker jobs instead shamefully looking cheaper https uEjuJfUkz,0.1,0.55,,0.055,,,
27-03-2020 04:08,b'I think sparklight upgraded me without telling me\n\nhttps://t.co/guBHG1ZEJx https://t.co/kWQtKFPuL1',think sparklight upgraded without telling nhttps guBHG ZEJx https kWQtKFPuL,0.136363636,0.5,,0.068181818,,,
26-03-2020 23:43,"b'RT @chrisdishman: Hello, @MayorJohnHolden! @DMS_Trojans is a Finalist in the @sparklightcares \xe2\x80\x98Dream Bigger\xe2\x80\x99 contest! The top 5 In voting r\xe2\x80\xa6'",Hello Finalist Dream Bigger contest voting,0.4,0.6,,0.24,,,
26-03-2020 20:03,"b'Hello, @Kworleydhs! @DMS_Trojans is a Finalist in the @sparklightcares \xe2\x80\x98Dream Bigger\xe2\x80\x99 contest! The top 5 In voting\xe2\x80\xa6 https://t.co/O732mgDgFT'",Hello Finalist Dream Bigger contest voting https mgDgFT,0,0,,0,,,
26-03-2020 19:59,"b'Hello, @MayorJohnHolden! @DMS_Trojans is a Finalist in the @sparklightcares \xe2\x80\x98Dream Bigger\xe2\x80\x99 contest! The top 5 In vo\xe2\x80\xa6 https://t.co/OghbrhYnL7'",Hello Finalist Dream Bigger contest https OghbrhYnL,0,0.75,,0,,,
26-03-2020 19:59,"b'Hello, @GovBillLee! @DMS_Trojans is a Finalist in the @sparklightcares \xe2\x80\x98Dream Bigger\xe2\x80\x99 contest! The top 5 In voting\xe2\x80\xa6 https://t.co/gCmD6zHjjr'",Hello Finalist Dream Bigger contest voting https gCmD zHjjr,0,0,,0,,,
26-03-2020 19:56,"b'Hello, @SchwinnTeach! @DMS_Trojans is a Finalist in the @sparklightcares \xe2\x80\x98Dream Bigger\xe2\x80\x99 contest! The top 5 In votin\xe2\x80\xa6 https://t.co/peOsqhm8RN'",Hello Finalist Dream Bigger contest votin https peOsqhm,0,0.75,,0,,,
26-03-2020 18:31,"b'@JeffFortenberry Millions of people due to the Coronavirus have lost their jobs, or have had theirs hours cut! Not\xe2\x80\xa6 https://t.co/y7nsIW4gRg'",Millions people Coronavirus have lost their jobs have theirs hours https nsIW,0,0,,0,,,
26-03-2020 18:10,"b'@JeffFortenberry @USDA @SecretarySonny In the wake of the CORONAVIRUS disease and millions of people out of work, h\xe2\x80\xa6 https://t.co/BdGQcspg0n'",wake CORONAVIRUS disease millions people work https BdGQcspg,0.4,0.8,,0.32,,,
26-03-2020 16:59,"b'@DMS_Trojans STEM is a finalist in Sparklight\xe2\x80\x99s annual \xe2\x80\x98Dream Bigger\xe2\x80\x99 contest! Five finalists will receive $3,000!\xe2\x80\xa6 https://t.co/bXeKU4LrzT'",STEM finalist Sparklight annual Dream Bigger contest Five finalists will receive https bXeKU LrzT,0,0,,0,,,
26-03-2020 15:09,b'@MZEMLICKA (3/3) You can learn more about our efforts and continued support to the communities we serve on our blog\xe2\x80\xa6 https://t.co/29sw2jj1n3',learn more about efforts continued support communities serve blog https,0,0,,0,,,
26-03-2020 05:05,"b""@TheDewce @sparklightcares Sometimes I wish I could get Sparklight down here in Love Grove, and sometimes i'm glad\xe2\x80\xa6 https://t.co/3lFA7jkXU2""",Sometimes wish could Sparklight down here Love Grove sometimes glad https jkXU,0.136363636,0.5,,0.068181818,,,
26-03-2020 03:01,b'Shoutout to Sparklight for forgiving bandwidth data and letting me stream 7 Days of Glory starting @ContestChampion while stuck at home.',Shoutout Sparklight forgiving bandwidth data letting stream Days Glory starting while stuck home,0.136363636,0.5,,0.068181818,,,
25-03-2020 20:49,"b""@sparklightcares My neighbors around me all have Sparklight services but I've been told I'm in a non-serviceable ar\xe2\x80\xa6 https://t.co/MkoWJ9K1tF""",neighbors around have Sparklight services been told serviceable https MkoWJ,0,0,,0,,,
28-03-2020 16:08,"b""@ChristinaLords That $10 for 15Mbps Sparklight plan is fantastic. They should offer that all the time. That's plent\xe2\x80\xa6 https://t.co/O3Eg4fMYsA""",That Mbps Sparklight plan fantastic They should offer that time That plent https fMYsA,0,0,,0,,,
28-03-2020 10:00,b'https://t.co/Lb5lWAvGZj Sparklight Network Designed to Handle Increased Usage',https lWAvGZj Sparklight Network Designed Handle Increased Usage,1,1,,1,,,
28-03-2020 03:37,"b""@fubarandsnafu Hi Mike. We did announce on 3/13 that we're making unlimited data available on all internet services\xe2\x80\xa6 https://t.co/PCB9W7SP0y""",Mike announce that making unlimited data available internet services https,0,0,,0,,,
28-03-2020 01:14,b'Really hard to teach \xe2\x80\x9conline\xe2\x80\x9d when you live far enough out that cable lines and fiber optics won\xe2\x80\x99t go. Oh they COUL\xe2\x80\xa6 https://t.co/zH5ngtQPNn',Really hard teach conline when live enough that cable lines fiber optics they COUL https ngtQPNn,0.4,0.4,,0.16,,,
27-03-2020 22:00,"b'Many Americans are now working from home, taking online classes, tuning into a fitness program, or live streaming s\xe2\x80\xa6 https://t.co/kcl3XBgwjg'",Many Americans working from home taking online classes tuning into fitness program live streaming https XBgwjg,0.4,0.4,,0.16,,,
27-03-2020 21:44,"b""RT @TedatACA: Thanks to $600 million invested in technology, equipment, and infrastructure upgrades over past three years, Sparklight's Net\xe2\x80\xa6""",Thanks million invested technology equipment infrastructure upgrades over past three years Sparklight,-1,1,,-1,,,
27-03-2020 20:09,"b'Thanks to $600 million invested in technology, equipment, and infrastructure upgrades over past three years, Sparkl\xe2\x80\xa6 https://t.co/cyAjhcjZeh'",Thanks million invested technology equipment infrastructure upgrades over past three years Sparkl https cyAjhcjZeh,0,0,,0,,,
27-03-2020 19:46,"b'I have no called, tweeted st, emailed, called again (and got hurt g up on instead of transferred to internet suppor\xe2\x80\xa6 https://t.co/jf5pqcEUkW'",have called tweeted emailed called again hurt instead transferred internet suppor https pqcEUkW,0,0,,0,,,
27-03-2020 17:08,b'Sparklight is one of the crappiest internet companies I have ever worked with.',Sparklight crappiest internet companies have ever worked with,1,1,,1,,,
27-03-2020 17:02,b'@eastofheathens I am pretty sure sparklight is one that is doing that and they are in the metro area',pretty sure sparklight that doing that they metro area,0,0,,0,,,
27-03-2020 17:00,"b'@Cox, @Comcast and @SparklightCares are providing internet for free for the next few weeks to qualifying families a\xe2\x80\xa6 https://t.co/l2F0cPCscg'",providing internet free next weeks qualifying families https cPCscg,0.4,0.4,,0.16,,,
27-03-2020 15:59,b'@deguadereck I been with them too many times already. I like cableone/sparklight! Never had a problem with them. Bu\xe2\x80\xa6 https://t.co/xGy0FQ5ire',been with them many times already like cableone sparklight Never problem with them https,0.4,0.4,,0.16,,,
27-03-2020 15:15,b'@sparklightcares Thousands of teachers and students are working from home in Rio Rancho and Sparklight has performe\xe2\x80\xa6 https://t.co/1ybsAyBWQq',Thousands teachers students working from home Rancho Sparklight performe https ybsAyBWQq,-1,1,,-1,,,
27-03-2020 14:34,"b'Popp\xe2\x80\x99s Ferry needs your votes to help us with a $3,000 grant.  https://t.co/pbPybNO2tW   Voting ends tonight!  Plea\xe2\x80\xa6 https://t.co/tWzMtA32Ne'",Popp Ferry needs your votes help with grant https pbPybNO Voting ends tonight Plea https tWzMtA,0,0,,0,,,
27-03-2020 14:21,"b'@jeffacochran Hi Jeffrey. Beginning March 19th, a 15 Mbps internet plan for $10 per month is available for the next\xe2\x80\xa6 https://t.co/M3ROPwbBeQ'",Jeffrey Beginning March Mbps internet plan month available next https ROPwbBeQ,0,0,,0,,,
29-03-2020 16:24,b'Is it enough to save the salmon? https://t.co/95oOdAqJuW',enough save salmon https oOdAqJuW,1,1,,1,,,
28-03-2020 19:55,b'@cannon47a @WilkinsDonna9 @virginmedia We have Sparklight which used to be CableOne.',have Sparklight which used CableOne,0,0,,0,,,
31-03-2020 14:15,"b'Students if you have friends that do no have Wi Fi Here are two options for them, please let them know.\n-The high s\xe2\x80\xa6 https://t.co/KrvVEMlxgB'",Students have friends that have Here options them please them know high https KrvVEMlxgB,0.4,0.4,,0.16,,,
30-03-2020 16:13,"b'The latest: @sparklightcares network designed to handle increased #internet usage. In past 3 years, #cable co has i\xe2\x80\xa6 https://t.co/85rEQIKq8y'",latest network designed handle increased internet usage past years cable https rEQIKq,0.4,0.4,,0.16,,,
30-03-2020 15:19,b'RT @ROSSatACA: .@ACAConnects Member Sparklight Network Designed to Handle Increased Broadband Usage: https://t.co/HumvMp950Y',Member Sparklight Network Designed Handle Increased Broadband Usage https HumvMp,-1,1,,-1,,,
30-03-2020 14:43,b'RT @ROSSatACA: .@ACAConnects Member Sparklight Network Designed to Handle Increased Broadband Usage: https://t.co/HumvMp950Y',Member Sparklight Network Designed Handle Increased Broadband Usage https HumvMp,0,0,,0,,,
30-03-2020 14:35,b'@sparklightcares Having issues today Sparklight in N Texas?',Having issues today Sparklight Texas,0,0,,0,,,
30-03-2020 13:52,"b'RT @GulfportSchools: COVID-19 Update-Thanks to the Department of Instructional Programs, the GSD will send its first teacher educational vi\xe2\x80\xa6'",COVID Update Thanks Department Instructional Programs will send first teacher educational,1,1,,1,,,
30-03-2020 13:39,b'.@ACAConnects Member Sparklight Network Designed to Handle Increased Broadband Usage: https://t.co/HumvMp950Y',Member Sparklight Network Designed Handle Increased Broadband Usage https HumvMp,0,0,,0,,,
30-03-2020 13:31,b'COVID - 19 Update - Outstanding work Kyle and Wesley on videoing and preparing the GSD Educational Spotlights for B\xe2\x80\xa6 https://t.co/Cy7zbrT7fK',COVID Update Outstanding work Kyle Wesley videoing preparing Educational Spotlights https zbrT,0.4,0.4,,0.16,,,
30-03-2020 13:29,"b'COVID-19 Update-Thanks to the Department of Instructional Programs, the GSD will send its first teacher educational\xe2\x80\xa6 https://t.co/6XKsIlDGI7'",COVID Update Thanks Department Instructional Programs will send first teacher educational https XKsIlDGI,0.4,0.4,,0.16,,,
30-03-2020 05:03,"b'@desertdave2012 Ugh, I know. Internet options here are such a mess. I did see Sparklight is offering 15Mbps for $10\xe2\x80\xa6 https://t.co/WMl3PspoOk'",know Internet options here such mess Sparklight offering Mbps https PspoOk,-1,1,,-1,,,
29-03-2020 23:35,"b'Call us at 928-537-6200, or send an email to our librarian kathleen.bachi@showlow.education to schedule the device\xe2\x80\xa6 https://t.co/eAoWUK8zs9'",Call send email librarian kathleen bachi education schedule device https eAoWUK,0,0,,0,,,
29-03-2020 20:38,"b'RT @ToddBoucher: Popp\xe2\x80\x99s Ferry needs your votes to help us with a $3,000 grant.  https://t.co/pbPybNO2tW   Voting ends tonight!  Please pass\xe2\x80\xa6'",Popp Ferry needs your votes help with grant https pbPybNO Voting ends tonight Please pass,0,0,,0,,,
01-04-2020 16:43,b'Cable One/Sparklight waives data caps and overage fees across Internet plans through May 12 (Light Reading:) https://t.co/zF4agLoP2S',Cable Sparklight waives data caps overage fees across Internet plans through Light Reading https agLoP,0,0,,0,,,
01-04-2020 15:55,b'Cable One/Sparklight waives data caps and overage fees across Internet plans through May 12  https://t.co/AGnzqqCI60 #news',Cable Sparklight waives data caps overage fees across Internet plans through https AGnzqqCI news,0,0,,0,,,
01-04-2020 15:52,b'CenturyLink vs Sparklight in West/NW Boise?',CenturyLink Sparklight West Boise,0,0,,0,,,
01-04-2020 15:46,b'Cable One/Sparklight waives data caps and overage fees across Internet plans through May 12  https://t.co/2DUi196xSG',Cable Sparklight waives data caps overage fees across Internet plans through https,0,0.75,,0,,,
01-04-2020 15:43,b'RT @GulfportSchools: BOUNCE TV - Sparklight Channel 28  9:00 a.m. to 11:00 a.m. Monday through Friday.  Thanks to WLOX-TV and Mississippi G\xe2\x80\xa6',BOUNCE Sparklight Channel Monday through Friday Thanks WLOX Mississippi,0,0,,0,,,
01-04-2020 14:45,b'@ACAConnects member Sparklight Extends Unlimited Data Through May 12 https://t.co/Y6U5Jt5Jpr @sparklightcares https://t.co/2IaRnqmo6G',member Sparklight Extends Unlimited Data Through https https IaRnqmo,0.4,0.8,,0.32,,,
01-04-2020 14:28,b'BOUNCE TV - Sparklight Channel 28  9:00 a.m. to 11:00 a.m. Monday through Friday.  Thanks to WLOX-TV and Mississipp\xe2\x80\xa6 https://t.co/CQJcQiv9jw',BOUNCE Sparklight Channel Monday through Friday Thanks WLOX Mississipp https CQJcQiv,0,0,,0,,,
01-04-2020 14:04,b'Sparklight Extends Unlimited Data Through May 12 https://t.co/7fN97zE6Us via @MultiNews https://t.co/nBYWK4Jpum',Sparklight Extends Unlimited Data Through https https nBYWK Jpum,0,0,,0,,,
01-04-2020 04:07,b'@AwooCrewSevilla Oof I just signed up with Sparklight \xf0\x9f\x98\x82',just signed with Sparklight,0,0,,0,,,
01-04-2020 01:49,"b'Sparklight today announced that it will extend unlimited data on all internet plans through May 12, 2020 to assist\xe2\x80\xa6 https://t.co/zWPyY9WPJa'",Sparklight today announced that will extend unlimited data internet plans through assist https zWPyY WPJa,0.25,0.333333333,,0.083333333,,,
31-03-2020 23:03,"b'@ACAConnects member Sparklight Extends Unlimited Data on Internet Plans Through May 12, 2020 |\xe2\x80\xa6 https://t.co/VkmpECALTn'",member Sparklight Extends Unlimited Data Internet Plans Through https VkmpECALTn,0.1,0.55,,0.055,,,
31-03-2020 21:16,b'RT @AVANCEHouston: #freeinternet access 4 #LIMITEDTIME \nComcast: https://t.co/j6y0bIJFPF\nSparklight: Call 877-692-2253 \nSpectrum: Call 1-84\xe2\x80\xa6',freeinternet access LIMITEDTIME nComcast https bIJFPF nSparklight Call nSpectrum Call,0.136363636,0.5,,0.068181818,,,
07-03-2020 15:26,b'@TheDewce @sparklightcares More like Sparklight DOESN\xe2\x80\x99T care. Am I right?',More like Sparklight DOESN care right,0.4,0.6,,0.24,,,
02-04-2020 14:07,"b""RT @thebauminator: 'Evoca,' a new pay-TV service from Edge Networks, will be delivered over ATSC 3.0, compete with Cable One/Sparklight in\xe2\x80\xa6""",Evoca service from Edge Networks will delivered over ATSC compete with Cable Sparklight,0,0,,0,,,
02-04-2020 14:02,"b""'Evoca,' a new pay-TV service from Edge Networks, will be delivered over ATSC 3.0, compete with Cable One/Sparkligh\xe2\x80\xa6 https://t.co/m4nLYhWwxj""",Evoca service from Edge Networks will delivered over ATSC compete with Cable Sparkligh https nLYhWwxj,0,0,,0,,,
